Ensemble	Symbol	Chr	Start	End	Type	Length8FeatureCount
ENSG00000287824	RP11-459F1.4	chr6	166098111	166099589	lncRNA	1376
ENSG00000231988	OFD1P3Y	chrY	9030594	9039988	unprocessed_pseudogene	783
ENSG00000261114	RP11-325K4.2	chr16	56941028	56941726	lncRNA	699
ENSG00000248785	HIGD1AP14	chr4	109673843	109674124	processed_pseudogene	282
ENSG00000228830	RP4-781K5.2	chr1	234607008	234609483	lncRNA	693
ENSG00000227562	RP11-796I2.1	chr7	151950386	151954985	lncRNA	585
ENSG00000259420	RP11-307C19.2	chr15	77568970	77608888	lncRNA	1224
ENSG00000278913	CTD-2299N12.1	chr5	6134303	6137171	TEC	2869
ENSG00000186318	BACE1	chr11	117285232	117316259	protein_coding	8689
ENSG00000120868	APAF1	chr12	98645290	98735433	protein_coding	7759
ENSG00000199906	RNU5B-2P	chr3	40498891	40499003	snRNA	113
ENSG00000273687	RP5-837J1.6	chr17	35018660	35018991	lncRNA	332
ENSG00000260762	ACSM5P1	chr16	20586550	20607107	unprocessed_pseudogene	2438
ENSG00000213939	RP11-314A20.1	chr17	4704816	4705217	processed_pseudogene	402
ENSG00000283529	RP4-791K14.2	chr20	49318337	49441654	transcribed_unprocessed_pseudogene	3951
ENSG00000285736	RP11-394O4.7	chr5	149324220	149345333	lncRNA	857
ENSG00000232937	RP11-98D18.2	chr1	151765709	151766389	lncRNA	424
ENSG00000221801	MIR548H2	chr16	11306440	11306527	miRNA	88
ENSG00000171121	KCNMB3	chr3	179236691	179267002	protein_coding	8979
ENSG00000213755	RP11-342F17.1	chr5	79510434	79510919	processed_pseudogene	486
ENSG00000116918	TSNAX	chr1	231528541	231566524	protein_coding	6353
ENSG00000271155	RP11-435O5.5	chr9	95506235	95507636	lncRNA	1402
ENSG00000197381	ADARB1	chr21	45073853	45226560	protein_coding	10049
ENSG00000275688	CCL15-CCL14	chr17	35983656	36001621	protein_coding	1047
ENSG00000266441	ARHGAP28-AS1	chr18	6728821	6729862	lncRNA	491
ENSG00000213918	DNASE1	chr16	3611728	3680143	protein_coding	11249
ENSG00000287580	RP11-797H7.8	chr7	64801958	64804117	lncRNA	556
ENSG00000278344	RP11-18C24.8	chr12	120500735	120501090	lncRNA	356
ENSG00000236137	RP11-27K13.3	chr1	117025482	117059490	lncRNA	1946
ENSG00000214736	TOMM6	chr6	41787662	41789898	protein_coding	637
ENSG00000265366	GLUD1P2	chr10	46759019	46786770	transcribed_unprocessed_pseudogene	669
ENSG00000085998	POMGNT1	chr1	46188682	46220305	protein_coding	6189
ENSG00000217825	AC099552.4	chr7	155196563	155198455	lncRNA	744
ENSG00000186198	SLC51B	chr15	65045387	65053397	protein_coding	924
ENSG00000184381	PLA2G6	chr22	38111495	38214778	protein_coding	8150
ENSG00000229087	RPS26P18	chr2	15397435	15397782	processed_pseudogene	348
ENSG00000170613	FAM71B	chr5	157161846	157166264	protein_coding	2515
ENSG00000167113	COQ4	chr9	128322544	128334072	protein_coding	4806
ENSG00000226549	SCDP1	chr17	20784645	20785725	processed_pseudogene	1081
ENSG00000277143	RP11-113A11.3	chr3	158336430	158336777	processed_pseudogene	348
ENSG00000229082	OR5AW1P	chrX	131341570	131342425	unprocessed_pseudogene	856
ENSG00000260399	RP11-529J17.5	chr15	23337985	23341848	unprocessed_pseudogene	682
ENSG00000095203	EPB41L4B	chr9	109171974	109321059	protein_coding	7975
ENSG00000141577	CEP131	chr17	81189593	81222999	protein_coding	3966
ENSG00000227521	TUBB4BP8	chrX	94319038	94320025	processed_pseudogene	988
ENSG00000273659	RP11-58C22.2	chr16	76582556	76583098	lncRNA	543
ENSG00000255240	RP11-142C4.6	chr11	58933643	59058659	lncRNA	6590
ENSG00000182365	OR5F2P	chr11	56015017	56015957	unprocessed_pseudogene	941
ENSG00000229101	ELOCP20	chr1	115556826	115557475	unprocessed_pseudogene	345
ENSG00000205639	MFSD2B	chr2	24010081	24063321	protein_coding	4522
ENSG00000253485	PCDHGA5	chr5	141364162	141512975	protein_coding	5799
ENSG00000275572	GRIFIN	chr7	2474844	2476894	protein_coding	870
ENSG00000237892	KLF7-IT1	chr2	207120884	207122044	lncRNA	655
ENSG00000244021	RP11-50D9.1	chr4	127812720	127813200	processed_pseudogene	481
ENSG00000104892	KLC3	chr19	45333434	45351520	protein_coding	3654
ENSG00000223770	CACNA2D1-AS1	chr7	82009177	82029955	lncRNA	2651
ENSG00000165917	RAPSN	chr11	47437764	47449143	protein_coding	1876
ENSG00000185019	UBOX5	chr20	3107573	3160196	protein_coding	4738
ENSG00000260851	RP11-403P17.5	chr16	66469812	66517312	protein_coding	1339
ENSG00000235271	RP1-90L6.3	chr22	26903292	26920935	lncRNA	1068
ENSG00000196569	LAMA2	chr6	128883138	129516566	protein_coding	10358
ENSG00000253481	IGKV1OR22-1	chr22	16933521	16934003	IG_V_pseudogene	360
ENSG00000200941	RNU6-694P	chr9	4386410	4386556	snRNA	147
ENSG00000270492	RP13-685P2.8	chr3	129334586	129335074	processed_pseudogene	489
ENSG00000259103	RP11-270M14.4	chr14	75814502	75847698	lncRNA	1619
ENSG00000244480	AC005154.7	chr7	30523143	30524535	transcribed_processed_pseudogene	1393
ENSG00000288103	RP11-556N21.7	chr13	24517794	24530461	lncRNA	1867
ENSG00000272966	RP11-686O6.1	chr2	202336739	202337200	lncRNA	462
ENSG00000155438	NIFK	chr2	121726945	121736911	protein_coding	2435
ENSG00000278002	RP11-596C23.2	chr14	49863072	49864379	lncRNA	1308
ENSG00000261720	RP11-161M6.5	chr16	1065240	1066502	lncRNA	879
ENSG00000130475	FCHO1	chr19	17747718	17788568	protein_coding	5694
ENSG00000129460	NGDN	chr14	23469689	23509862	protein_coding	4653
ENSG00000269959	SPACA6P-AS	chr19	51685363	51693456	lncRNA	3962
ENSG00000233275	AC009238.8	chr2	95434759	95435113	processed_pseudogene	355
ENSG00000259119	RP11-1127D7.1	chr14	98925137	98927805	lncRNA	1851
ENSG00000157680	DGKI	chr7	137381037	137847092	protein_coding	15547
ENSG00000255923	RP11-983C2.1	chr12	126864465	126865422	processed_pseudogene	958
ENSG00000275805	RP11-349H17.2	chr18	26565723	26575626	lncRNA	1678
ENSG00000253132	IGHV3-62	chr14	106643142	106643585	IG_V_pseudogene	340
ENSG00000224875	EML4-AS1	chr2	42143238	42170301	lncRNA	947
ENSG00000140848	CPNE2	chr16	57092583	57148369	protein_coding	7737
ENSG00000286059	RP11-332L11.1	chr2	233977872	233980018	lncRNA	1653
ENSG00000227256	MIS18A-AS1	chr21	32277863	32280988	lncRNA	769
ENSG00000231422	LINC01516	chr10	25113058	25161236	lncRNA	2992
ENSG00000255641	RP11-277P12.6	chr12	10412312	10436001	protein_coding	998
ENSG00000223660	AC012314.20	chr19	54199454	54199971	lncRNA	410
ENSG00000237280	RP11-96C23.9	chr10	87113954	87115523	lncRNA	688
ENSG00000233861	MGAT2P1	chrX	135730733	135732197	processed_pseudogene	797
ENSG00000234611	OR2AT2P	chr11	75071148	75072052	transcribed_unitary_pseudogene	905
ENSG00000221375	RNU6ATAC23P	chrX	139885481	139885603	snRNA	123
ENSG00000229927	RHEBP1	chr10	46634911	46635466	processed_pseudogene	556
ENSG00000226032	RP1-111C20.5	chr6	159042192	159095823	lncRNA	567
ENSG00000105711	SCN1B	chr19	35030470	35040449	protein_coding	8200
ENSG00000236244	SLC35F3-AS1	chr1	234268583	234272500	lncRNA	388
ENSG00000234182	RP11-118K6.2	chr10	3009976	3013111	lncRNA	1163
ENSG00000223948	RP11-421N10.1	chr7	67769629	67770468	processed_pseudogene	423
ENSG00000134717	BTF3L4	chr1	52056199	52090716	protein_coding	5948
ENSG00000211695	TRGV9	chr7	38317017	38318861	TR_V_gene	1735
ENSG00000251733	SCARNA8	chr9	19063656	19063786	scaRNA	131
ENSG00000157703	SVOPL	chr7	138594285	138701362	protein_coding	6312
ENSG00000221737	MIR548I1	chr3	125790404	125790552	miRNA	149
ENSG00000207406	SNORA41	chr2	206162228	206162359	snoRNA	132
ENSG00000234144	COX6CP13	chr1	65298755	65298980	processed_pseudogene	226
ENSG00000218809	RP1-229K20.5	chr6	41269875	41270239	unprocessed_pseudogene	365
ENSG00000235479	RAB9AP4	chrY	18649671	18650279	unprocessed_pseudogene	609
ENSG00000286657	CTB-140J7.3	chr5	150621007	150626779	lncRNA	1852
ENSG00000260896	ARLNC1	chr16	80826074	80892682	lncRNA	6718
ENSG00000244540	RPL35AP29	chr12	51106817	51107144	processed_pseudogene	328
ENSG00000275580	RP11-295H24.4	chr15	49343608	49344254	lncRNA	647
ENSG00000267027	AC011524.2	chr19	28949437	28950200	lncRNA	240
ENSG00000268987	CTC-435M10.10	chr19	41399372	41400365	lncRNA	540
ENSG00000198526	PABPC1P2	chr2	146587506	146589310	processed_pseudogene	1805
ENSG00000236191	RPS15AP25	chr8	68525517	68525906	processed_pseudogene	390
ENSG00000230305	AC004980.9	chr7	76524515	76532692	unprocessed_pseudogene	365
ENSG00000124019	FAM124B	chr2	224378698	224402107	protein_coding	3563
ENSG00000277041	RP11-368J21.4	chr16	22537478	22537584	unprocessed_pseudogene	107
ENSG00000227108	IGHD1-14	chr14	105900638	105900654	IG_D_gene	17
ENSG00000274091	SNORD1C	chr17	76558791	76558868	snoRNA	78
ENSG00000166189	HPS6	chr10	102065349	102068036	protein_coding	2688
ENSG00000287269	RP1-68O2.5	chr22	36335421	36343530	lncRNA	1001
ENSG00000197275	RAD54B	chr8	94371960	94475115	protein_coding	5319
ENSG00000184203	PPP1R2	chr3	195514428	195543386	protein_coding	5123
ENSG00000163882	POLR2H	chr3	184361718	184368596	protein_coding	3146
ENSG00000205274	TRBV20OR9-2	chr9	33617762	33618506	TR_V_gene	416
ENSG00000115685	PPP1R7	chr2	241149576	241183652	protein_coding	3781
ENSG00000231929	HMGB3P31	chrX	134961711	134962305	processed_pseudogene	595
ENSG00000280457	DUX4L2	chr4	190091005	190092279	unprocessed_pseudogene	1275
ENSG00000099800	TIMM13	chr19	2425625	2427586	protein_coding	1664
ENSG00000283549	RP11-505D17.1	chr7	7640752	8004053	lncRNA	637
ENSG00000105583	WDR83OS	chr19	12668073	12669415	protein_coding	713
ENSG00000235887	LINC02799	chr1	143499187	143500512	lncRNA	408
ENSG00000281652	DUX4L7	chr4	190071232	190072506	unprocessed_pseudogene	1275
ENSG00000240240	RP11-146D12.2	chr9	40223402	40329221	lncRNA	6084
ENSG00000276898	RP11-118H15.1	chr9	67512034	67515393	lncRNA	800
ENSG00000049449	RCN1	chr11	32091074	32105722	protein_coding	4472
ENSG00000226508	LINC01918	chr2	105144113	105145424	lncRNA	1009
ENSG00000285709	RP13-126P21.3	chrX	39908309	39914419	lncRNA	1330
ENSG00000223315	RN7SKP279	chr11	127407851	127408148	misc_RNA	298
ENSG00000254702	CTD-2651C21.3	chr11	107736009	107738718	processed_pseudogene	1599
ENSG00000268081	RP11-678G14.2	chr19	21554640	21569237	lncRNA	447
ENSG00000279145	RP11-547D13.1	chr15	55171378	55176739	lncRNA	5362
ENSG00000166770	ZNF667-AS1	chr19	56477250	56504362	lncRNA	12170
ENSG00000252923	ENSG10010139002.1	chr2	196686148	196686330	scaRNA	183
ENSG00000105696	TMEM59L	chr19	18607430	18621039	protein_coding	2626
ENSG00000254577	RP11-484D2.4	chr11	43390283	43395495	lncRNA	183
ENSG00000238509	RNU6-104P	chr8	43303376	43303482	snRNA	107
ENSG00000080546	SESN1	chr6	108986437	109094819	protein_coding	5121
ENSG00000215845	TSTD1	chr1	161037631	161038977	protein_coding	1197
ENSG00000241678	RP11-732A19.1	chr11	6685891	6686369	processed_pseudogene	479
ENSG00000283345	CTD-3092A11.3	chr15	30507377	30513698	unprocessed_pseudogene	1206
ENSG00000165995	CACNB2	chr10	18140424	18543557	protein_coding	11162
ENSG00000278840	RP11-345N11.1	chr15	26557598	26557937	lncRNA	340
ENSG00000220575	HTR5A-AS1	chr7	155067034	155072450	lncRNA	3807
ENSG00000241244	IGKV1D-16	chr2	90100236	90100738	IG_V_gene	378
ENSG00000157306	ZFHX2-AS1	chr14	23511760	23560778	lncRNA	5097
ENSG00000072694	FCGR2B	chr1	161663147	161678654	protein_coding	6651
ENSG00000196843	ARID5A	chr2	96536743	96552634	protein_coding	3561
ENSG00000273551	RP11-616M22.11	chr16	1148224	1148754	lncRNA	531
ENSG00000111339	ART4	chr12	14825569	14843526	protein_coding	5245
ENSG00000258708	SLC25A21-AS1	chr14	37171888	37173811	lncRNA	1924
ENSG00000251033	CTD-2533K21.4	chr5	26711551	26749997	lncRNA	685
ENSG00000237089	PCNPP4	chrX	75537547	75538702	processed_pseudogene	517
ENSG00000279051	OR6Q1	chr11	58030953	58031906	protein_coding	954
ENSG00000242692	RPS27AP1	chr17	10258762	10259232	processed_pseudogene	471
ENSG00000270361	RP11-307C12.13	chr1	154937370	154938059	lncRNA	690
ENSG00000254910	RP11-326C3.7	chr11	310139	311141	lncRNA	392
ENSG00000228935	RP11-189G24.2	chr20	22960534	22966063	processed_pseudogene	2043
ENSG00000285849	XXbac-BPGBPG34I8.4	chr6	27454568	27457575	lncRNA	1591
ENSG00000287005	RP11-1D19.1	chr3	195260632	195263628	lncRNA	1663
ENSG00000287029	RP11-168P13.3	chr13	43786781	43814798	lncRNA	3915
ENSG00000257435	RP11-267D19.1	chr12	32988763	32993754	lncRNA	320
ENSG00000177535	OR2B11	chr1	247449118	247458105	protein_coding	6414
ENSG00000232096	YPEL5P1	chr1	182182730	182183096	processed_pseudogene	367
ENSG00000243675	RPL35AP9	chr3	158763431	158763753	processed_pseudogene	323
ENSG00000255538	OR10V2P	chr11	59748811	59749574	unprocessed_pseudogene	764
ENSG00000277701	RP11-734K23.9	chr2	97281356	97291849	lncRNA	4777
ENSG00000278979	RP11-165M1.1	chr16	12374355	12376032	TEC	1678
ENSG00000157613	CREB3L1	chr11	46277662	46321409	protein_coding	4023
ENSG00000255138	GLTPP1	chr11	18189000	18189621	processed_pseudogene	622
ENSG00000228714	RP11-284G10.1	chr9	115324932	115744330	lncRNA	2988
ENSG00000197360	ZNF98	chr19	22391019	22532485	protein_coding	3291
ENSG00000266893	AC005616.1	chr19	28491864	28632728	lncRNA	1269
ENSG00000173198	CYSLTR1	chrX	78271468	78327691	protein_coding	5567
ENSG00000255234	RP11-727A23.10	chr11	83286120	83423516	lncRNA	2853
ENSG00000286912	RP5-820A21.2	chr7	150234194	150237608	lncRNA	1113
ENSG00000262879	RP11-156P1.3	chr17	46983287	47100323	lncRNA	16607
ENSG00000205864	KRTAP5-6	chr11	1697195	1697755	protein_coding	561
ENSG00000199520	RNU6-386P	chr3	77092057	77092163	snRNA	107
ENSG00000262587	RP11-266L9.4	chr16	25031744	25058109	transcribed_unprocessed_pseudogene	1126
ENSG00000247934	RP11-967K21.1	chr12	28163298	28190738	lncRNA	2728
ENSG00000158270	COLEC12	chr18	316737	500722	protein_coding	7343
ENSG00000271163	RP4-607J2.1	chr7	2393847	2394131	processed_pseudogene	285
ENSG00000268836	LA16c-OS12.2	chr16	185748	186294	lncRNA	547
ENSG00000263870	CTD-2350C19.5	chr17	28444063	28445563	unprocessed_pseudogene	510
ENSG00000212567	ENSG10010134114.1	chr5	40790077	40790204	snoRNA	128
ENSG00000160570	DEDD2	chr19	42198598	42220140	protein_coding	2631
ENSG00000283677	MIR3913-2	chr12	69584723	69584822	miRNA	100
ENSG00000185900	POMK	chr8	43093498	43131180	protein_coding	12471
ENSG00000259370	RP11-1069G10.1	chr15	62827675	62884034	lncRNA	8535
ENSG00000273640	WBP1LP8	chr6	170651012	170651338	processed_pseudogene	327
ENSG00000232237	ASCL5	chr1	201113943	201127184	protein_coding	2036
ENSG00000215455	KRTAP10-1	chr21	44538981	44540195	protein_coding	1215
ENSG00000138448	ITGAV	chr2	186590056	186680901	protein_coding	8220
ENSG00000089063	TMEM230	chr20	5068232	5113103	protein_coding	3051
ENSG00000101850	GPR143	chrX	9725346	9786297	protein_coding	2369
ENSG00000251075	HTT-AS	chr4	3049094	3074538	lncRNA	2250
ENSG00000287096	CTA-242H14.2	chr7	25750890	25756256	lncRNA	1360
ENSG00000154646	TMPRSS15	chr21	18269116	18485879	protein_coding	4362
ENSG00000131508	UBE2D2	chr5	139526431	139628434	protein_coding	3556
ENSG00000259636	RP11-133L19.2	chr15	86932880	86946331	lncRNA	351
ENSG00000172900	ACTE1P	chr11	71382601	71423423	transcribed_unitary_pseudogene	3496
ENSG00000232190	LINC02181	chr16	87057784	87070105	lncRNA	4387
ENSG00000280029	CH17-140K24.2	chr5	141136683	141245380	lncRNA	1528
ENSG00000187045	TMPRSS6	chr22	37065436	37109713	protein_coding	4232
ENSG00000026036	RTEL1-TNFRSF6B	chr20	63659300	63698684	protein_coding	9093
ENSG00000260211	RP13-395E19.2	chr15	32313126	32315654	processed_pseudogene	2529
ENSG00000204880	KRTAP4-8	chr17	41096981	41098142	protein_coding	1162
ENSG00000105701	FKBP8	chr19	18531751	18544077	protein_coding	2819
ENSG00000243478	AOX2P	chr2	200738608	200794239	transcribed_unprocessed_pseudogene	3835
ENSG00000206853	ENSG10010135999.1	chr8	59137372	59137502	snoRNA	131
ENSG00000226781	TBCAP1	chrX	33041395	33041721	processed_pseudogene	327
ENSG00000259945	CTD-2012K14.3	chr16	67542123	67542963	lncRNA	336
ENSG00000175262	C1orf127	chr1	10946471	10982037	protein_coding	3573
ENSG00000007968	E2F2	chr1	23506438	23531233	protein_coding	5462
ENSG00000108848	LUC7L3	chr17	50719565	50756219	protein_coding	8136
ENSG00000154736	ADAMTS5	chr21	26917922	26967088	protein_coding	9765
ENSG00000240291	RP11-499P20.2	chr10	18513115	18545651	lncRNA	1575
ENSG00000151148	UBE3B	chr12	109477402	109536705	protein_coding	12453
ENSG00000228482	LINC01713	chr20	6731080	6736326	lncRNA	1337
ENSG00000268849	SIGLEC22P	chr19	51211080	51212088	transcribed_unprocessed_pseudogene	744
ENSG00000166408	OR5P1P	chr11	7772890	7773814	unprocessed_pseudogene	925
ENSG00000250803	CTC-441N14.4	chr5	122129622	122183949	protein_coding	3209
ENSG00000256271	CACNA1C-AS2	chr12	2668500	2672220	lncRNA	609
ENSG00000274321	ENSG10010136211.1	chr1	88520000	88520170	misc_RNA	171
ENSG00000197614	MFAP5	chr12	8637346	8662888	protein_coding	3889
ENSG00000283573	RP11-344J7.3	chr6	43803193	43842625	lncRNA	480
ENSG00000279240	AC063980.3	chr5	136376348	136397042	lncRNA	414
ENSG00000243979	RP11-347C18.1	chr8	94891239	94892107	processed_pseudogene	558
ENSG00000267264	CTC-459F4.6	chr19	27803538	27804060	processed_pseudogene	523
ENSG00000103174	NAGPA	chr16	5024844	5034141	protein_coding	5484
ENSG00000256306	RP11-4N23.1	chr12	13526854	13547582	lncRNA	578
ENSG00000255245	FXYD6-FXYD2	chr11	117820163	117876667	protein_coding	782
ENSG00000267469	AC005944.2	chr19	3052910	3053724	lncRNA	564
ENSG00000174007	CEP19	chr3	196706277	196712250	protein_coding	2158
ENSG00000140307	GTF2A2	chr15	59638062	59657541	protein_coding	3204
ENSG00000256372	RP11-428G5.4	chr12	31853021	31853407	processed_pseudogene	387
ENSG00000259254	CTD-2339L15.3	chr15	40642933	40646857	lncRNA	516
ENSG00000266495	RP11-17J14.2	chr18	23257164	23260354	lncRNA	389
ENSG00000227680	AC108051.2	chr2	102987323	102988565	lncRNA	549
ENSG00000266693	OR4K8P	chr18	14613137	14614184	unprocessed_pseudogene	1048
ENSG00000148677	ANKRD1	chr10	90912096	90921087	protein_coding	1790
ENSG00000250571	GLI4	chr8	143267433	143276931	protein_coding	3057
ENSG00000283227	SPRR5	chr1	152947154	152949258	protein_coding	817
ENSG00000267400	RP11-325K19.3	chr18	60495868	60496336	processed_pseudogene	287
ENSG00000224700	RP11-697E14.2	chr11	131981096	131984661	lncRNA	577
ENSG00000253596	CTD-2320G14.2	chr8	74347757	74350050	lncRNA	590
ENSG00000278341	RP5-1142A6.10	chr16	88708956	88710437	lncRNA	1482
ENSG00000266934	RP11-332H18.3	chr17	61382785	61384680	lncRNA	1329
ENSG00000265291	MIR4710	chr14	104677694	104677749	miRNA	56
ENSG00000159214	CCDC24	chr1	43991359	43996528	protein_coding	3563
ENSG00000287854	RP11-17O9.1	chr2	123421486	123438693	lncRNA	523
ENSG00000233018	RP4-597N16.1	chr1	235097187	235097412	processed_pseudogene	226
ENSG00000215241	LINC02449	chr12	8235415	8242564	lncRNA	2561
ENSG00000266240	MIR5091	chr4	13627865	13627957	miRNA	93
ENSG00000264578	RP11-360L9.8	chr8	41609692	41621502	lncRNA	729
ENSG00000115425	PECR	chr2	215996329	216082955	protein_coding	3196
ENSG00000237512	UNC5B-AS1	chr10	71217224	71218228	lncRNA	707
ENSG00000185966	LCE3E	chr1	152565654	152566780	protein_coding	619
ENSG00000146223	RPL7L1	chr6	42879616	42889925	protein_coding	7811
ENSG00000249271	HNRNPA1P44	chr15	65816302	65817481	processed_pseudogene	879
ENSG00000187690	EZHIP	chrX	51406948	51408843	protein_coding	1896
ENSG00000229118	AC068491.2	chr2	111265283	111279880	lncRNA	617
ENSG00000280379	RP11-573M3.2	chr11	93171134	93171906	TEC	773
ENSG00000284946	AC068831.18	chr15	90966190	91022566	protein_coding	7148
ENSG00000262514	RP11-96D1.9	chr16	68199795	68200981	lncRNA	1187
ENSG00000171777	RASGRP4	chr19	38409051	38426305	protein_coding	4183
ENSG00000174165	ZDHHC24	chr11	66520637	66546235	protein_coding	6535
ENSG00000263465	SRSF8	chr11	95066919	95071225	protein_coding	4307
ENSG00000285815	GET1-SH3BGR	chr21	39380332	39515506	protein_coding	2127
ENSG00000231755	CHODL-AS1	chr21	17835016	17885608	lncRNA	1117
ENSG00000243794	SNRPCP10	chr3	75521803	75522012	processed_pseudogene	210
ENSG00000233963	ATP8A2P3	chr13	26094724	26154175	unprocessed_pseudogene	1536
ENSG00000223534	HLA-DQB1-AS1	chr6	32659880	32660729	lncRNA	552
ENSG00000183747	ACSM2A	chr16	20451461	20487669	protein_coding	8195
ENSG00000238731	RNU7-90P	chr16	72673503	72673564	snRNA	62
ENSG00000251549	RP11-480D4.5	chr5	8410789	8410996	unprocessed_pseudogene	208
ENSG00000275489	C17orf98	chr17	38835086	38841438	protein_coding	617
ENSG00000236581	STARD13-AS	chr13	33180401	33281584	lncRNA	5800
ENSG00000255256	RP5-916O11.2	chr11	35972428	35989007	lncRNA	494
ENSG00000285766	RP11-136C24.4	chr3	43088236	43090443	lncRNA	701
ENSG00000161082	CELF5	chr19	3224661	3297076	protein_coding	6066
ENSG00000248896	CTD-2135J3.3	chr8	10729314	10772910	lncRNA	3277
ENSG00000212473	RNU1-101P	chr8	70077906	70078032	snRNA	127
ENSG00000220494	YAP1P1	chr6	147406889	147408281	processed_pseudogene	1393
ENSG00000233427	RP1-212P9.3	chr1	28870483	28877336	lncRNA	1085
ENSG00000287829	CTB-114A6.1	chr7	117091678	117097262	lncRNA	1087
ENSG00000173213	TUBB8B	chr18	47390	49557	protein_coding	1633
ENSG00000065057	NTHL1	chr16	2039815	2047866	protein_coding	2430
ENSG00000285769	RP11-27G22.2	chr11	112637342	112751131	lncRNA	5537
ENSG00000279119	CTB-58E17.10	chr17	38727833	38728198	TEC	366
ENSG00000229407	RP11-12M5.3	chr1	179816184	179818191	lncRNA	601
ENSG00000225811	RP11-547I7.1	chr1	190264898	190362270	lncRNA	602
ENSG00000128346	C22orf23	chr22	37943050	37953669	protein_coding	2283
ENSG00000141485	SLC13A5	chr17	6684719	6713377	protein_coding	8824
ENSG00000151651	ADAM8	chr10	133262420	133276868	protein_coding	4763
ENSG00000284064	MIR6834	chr6	33290245	33290325	miRNA	81
ENSG00000259337	IGHV1OR15-2	chr15	19972782	19973218	IG_V_pseudogene	353
ENSG00000248488	PGAM4P2	chr4	115764099	115764819	processed_pseudogene	721
ENSG00000239322	ATP6V1B1-AS1	chr2	70941817	70948610	lncRNA	1139
ENSG00000167378	IRGQ	chr19	43584367	43596135	protein_coding	9871
ENSG00000256560	LINC01486	chr12	109354083	109359488	lncRNA	716
ENSG00000242950	ERVW-1	chr7	92468380	92477986	protein_coding	6130
ENSG00000200398	SNORD115-24	chr15	25213648	25213729	snoRNA	82
ENSG00000142173	COL6A2	chr21	46098112	46132848	protein_coding	5334
ENSG00000264245	RP11-822E23.4	chr17	21573770	21574073	processed_pseudogene	304
ENSG00000256502	RP11-955H22.2	chr12	127344258	127344402	processed_pseudogene	145
ENSG00000257279	RP11-231I16.1	chr12	116977442	116987337	lncRNA	4196
ENSG00000264757	MIR3198-1	chr22	17764180	17764259	miRNA	80
ENSG00000223608	DSCR4-IT1	chr21	38006544	38010618	lncRNA	424
ENSG00000227372	TP73-AS1	chr1	3735511	3747373	transcribed_unitary_pseudogene	9701
ENSG00000231073	RP11-316M1.3	chr1	150973123	150975534	lncRNA	368
ENSG00000235379	RPL7P31	chr7	34710757	34711480	processed_pseudogene	724
ENSG00000135164	DMTF1	chr7	87152409	87196337	protein_coding	9369
ENSG00000126709	IFI6	chr1	27666064	27672212	protein_coding	936
ENSG00000054392	HHAT	chr1	210328252	210676296	protein_coding	6645
ENSG00000261040	WFDC21P	chr17	60083566	60091885	transcribed_unitary_pseudogene	1099
ENSG00000212297	RNU6-821P	chr3	198071311	198071417	snRNA	107
ENSG00000234421	SLC25A5P4	chr13	57314739	57315909	processed_pseudogene	869
ENSG00000260008	RP11-732A21.2	chr11	102107886	102109842	lncRNA	1957
ENSG00000213700	RPL17P50	chr10	73005833	73006595	processed_pseudogene	546
ENSG00000203772	SPRN	chr10	133420666	133424572	protein_coding	3128
ENSG00000223974	BNIP3P42	chr7	64551498	64552066	processed_pseudogene	569
ENSG00000231093	TRMT1P1	chrX	145630218	145632375	processed_pseudogene	1855
ENSG00000229989	MIR181A1HG	chr1	198777861	198937471	lncRNA	5391
ENSG00000226239	RP1-310O13.7	chr20	32005671	32031591	lncRNA	6213
ENSG00000231272	RP4-799P18.4	chr1	234261706	234274465	lncRNA	452
ENSG00000180340	FZD2	chr17	44557484	44561262	protein_coding	3779
ENSG00000145388	METTL14	chr4	118685392	118715433	protein_coding	6838
ENSG00000211809	TRAV27	chr14	22147995	22148633	TR_V_gene	425
ENSG00000125885	MCM8	chr20	5950652	5998977	protein_coding	7691
ENSG00000211802	TRAV22	chr14	22070557	22071208	TR_V_gene	464
ENSG00000258140	RP11-324P9.1	chr12	69212108	69224242	lncRNA	1749
ENSG00000223400	AP006748.1	chr21	41576135	41581319	lncRNA	346
ENSG00000279995	RP11-1250I15.1	chr5	34124162	34124385	TEC	224
ENSG00000251498	RP11-468N14.10	chr4	68972999	68975993	unprocessed_pseudogene	706
ENSG00000013392	RWDD2A	chr6	83193357	83198935	protein_coding	3769
ENSG00000225626	C9orf135-DT	chr9	69818394	69820773	lncRNA	2095
ENSG00000272654	RP11-422P24.11	chr1	153977743	153979160	lncRNA	1418
ENSG00000214559	RP11-323J4.1	chr4	98251688	98261630	lncRNA	397
ENSG00000214121	PRDX1P1	chr9	12972843	12973438	processed_pseudogene	596
ENSG00000269821	KCNQ1OT1	chr11	2608328	2699994	lncRNA	91667
ENSG00000241002	RPL32P13	chr4	112738672	112739106	processed_pseudogene	435
ENSG00000280418	AC007326.10	chr22	18951934	18959512	lncRNA	7579
ENSG00000244256	RN7SL130P	chr1	63655743	63656047	misc_RNA	305
ENSG00000233220	LINC00167	chr11	130002938	130004356	lncRNA	1419
ENSG00000255089	RP11-326C3.10	chr11	321991	322426	lncRNA	280
ENSG00000228350	LINC02585	chr3	48663776	48669174	lncRNA	196
ENSG00000274579	RP5-824H1.1	chrX	147476324	147476446	processed_pseudogene	123
